Time (s);Channel 1 (V);Channel 2 (V)
-0.0102375;0.18338192363848518;0.18347287117968059
-0.010234999999999999;0.18338192363848518;0.1831397573550152
-0.010232499999999999;0.18371346134541963;0.18380598500434595
-0.01023;0.18371346134541963;0.18380598500434595
-0.010227499999999999;0.18371346134541963;0.18447221265367669
-0.010225;0.18404499905235408;0.18380598500434595
-0.010222499999999999;0.18404499905235408;0.18380598500434595
-0.01022;0.18338192363848549;0.18347287117968072
-0.010217499999999999;0.18338192363848518;0.18380598500434595
-0.010214999999999998;0.18338192363848532;0.18413909882901144
-0.010212499999999999;0.18371346134541963;0.18447221265367669
-0.010209999999999999;0.18404499905235394;0.18447221265367669
-0.0102075;0.18371346134541963;0.18447221265367669
-0.010204999999999999;0.18338192363848518;0.18413909882901131
-0.0102025;0.18371346134541963;0.18413909882901131
-0.010199999999999999;0.18338192363848518;0.18380598500434595
-0.0101975;0.18338192363848518;0.18380598500434595
-0.010194999999999999;0.18338192363848518;0.18380598500434595
-0.010192499999999998;0.18338192363848518;0.18347287117968072
-0.010189999999999999;0.18338192363848518;0.18380598500434595
-0.010187499999999999;0.18404499905235422;0.18347287117968089
-0.010185;0.18437653675928853;0.18413909882901131
-0.010182499999999999;0.18437653675928853;0.18447221265367669
-0.01018;0.18437653675928853;0.18447221265367669
-0.010177499999999999;0.18470807446622298;0.18347287117968059
-0.010175;0.18371346134542008;0.18380598500434581
-0.010172499999999999;0.18338192363848518;0.18347287117968059
-0.010169999999999998;0.18404499905235394;0.18380598500434581
-0.010167499999999999;0.18371346134541963;0.18347287117968059
-0.010164999999999999;0.18371346134541963;0.18347287117968059
-0.0101625;0.18338192363848518;0.18380598500434595
-0.010159999999999999;0.18371346134541963;0.18413909882901131
-0.0101575;0.18371346134541963;0.18413909882901131
-0.010154999999999999;0.18404499905235408;0.18447221265367669
-0.0101525;0.18437653675928839;0.18413909882901144
-0.010149999999999999;0.18404499905235408;0.18380598500434595
-0.010147499999999999;0.18404499905235408;0.18380598500434581
-0.010145;0.18404499905235408;0.18347287117968059
-0.010142499999999999;0.18371346134541963;0.18380598500434595
-0.01014;0.18338192363848518;0.18380598500434595
-0.010137499999999999;0.18338192363848518;0.18347287117968059
-0.010135;0.18371346134541949;0.18380598500434581
-0.010132499999999999;0.18371346134541963;0.18380598500434595
-0.010129999999999998;0.18404499905235422;0.18380598500434608
-0.010127499999999999;0.18437653675928853;0.18413909882901131
-0.010124999999999999;0.18371346134541963;0.18347287117968089
-0.0101225;0.18371346134541963;0.18413909882901131
-0.010119999999999999;0.18404499905235408;0.18380598500434595
-0.0101175;0.18404499905235408;0.18380598500434595
-0.010114999999999999;0.18371346134541963;0.18380598500434595
-0.0101125;0.18371346134541963;0.18413909882901117
-0.010109999999999999;0.18404499905235408;0.18380598500434595
-0.010107499999999998;0.18404499905235408;0.18380598500434608
-0.010104999999999999;0.18404499905235408;0.18413909882901131
-0.010102499999999999;0.18371346134541963;0.18413909882901131
-0.0101;0.18371346134541963;0.18413909882901131
-0.010097499999999999;0.18371346134541963;0.18413909882901131
-0.010095;0.18371346134541963;0.18413909882901131
-0.010092499999999999;0.18338192363848518;0.18447221265367669
-0.01009;0.18371346134541949;0.18413909882901144
-0.010087499999999999;0.18404499905235408;0.18413909882901131
-0.010084999999999998;0.18371346134541977;0.18413909882901117
-0.010082499999999999;0.18404499905235408;0.18380598500434595
-0.010079999999999999;0.18338192363848518;0.18447221265367669
-0.0100775;0.18305038593155074;0.18413909882901131
-0.010074999999999999;0.18305038593155074;0.18380598500434595
-0.0100725;0.18271884822461643;0.1831397573550155
-0.010069999999999999;0.18371346134541963;0.18347287117968059
-0.0100675;0.18404499905235394;0.18347287117968059
-0.010064999999999999;0.18371346134541963;0.18347287117968059
-0.010062499999999999;0.18371346134541949;0.18347287117968059
-0.010059999999999999;0.18338192363848518;0.18347287117968059
-0.010057499999999999;0.18371346134541963;0.18347287117968059
-0.010055;0.18371346134541963;0.18347287117968059
-0.010052499999999999;0.18371346134541963;0.18347287117968059
-0.01005;0.18371346134541963;0.18380598500434581
-0.010047499999999999;0.18371346134541963;0.18380598500434595
-0.010044999999999998;0.18338192363848518;0.18413909882901131
-0.010042499999999999;0.18338192363848518;0.18413909882901131
-0.010039999999999999;0.18371346134541949;0.18380598500434581
-0.0100375;0.18338192363848518;0.18347287117968059
-0.010034999999999999;0.18371346134541963;0.18347287117968059
-0.0100325;0.18338192363848518;0.18347287117968059
-0.010029999999999999;0.18371346134541963;0.18347287117968059
-0.0100275;0.18338192363848532;0.18380598500434581
-0.010024999999999999;0.18338192363848518;0.18347287117968059
-0.010022499999999998;0.18371346134541977;0.18413909882901131
-0.010019999999999999;0.18404499905235408;0.18413909882901131
-0.010017499999999999;0.18371346134541963;0.18380598500434581
-0.010015;0.18371346134541963;0.18347287117968059
-0.010012499999999999;0.18371346134541963;0.18347287117968059
-0.01001;0.18437653675928853;0.18347287117968059
-0.010007499999999999;0.18404499905235408;0.18380598500434595
